./3e7_3b_45.60/ 45,60
./3e7_3b_47.65/ 47,65
./3e7_3b_52.70/ 52,70
./3e7_3b_55.70/ 55,70
./3e7_3b_54.74/ 54,74
./3e7_3b_56.72/ 56,72
./3e7_3b_57.76/ 57,76 
./3e7_3b_58.78/ 58,78
./3e7_3b_60.80/ 60,80
./3e7_3b_65.85/ 65,85
./3e7_3b_70.90/ 70,90 
./3e7_3b_75.95/ 75,95
./3e7_3b_80.100/ 80,100
./3e7_3b_85.106/ 85,106
./3e7_3b_90.110/ 90,110
./3e7_3b_95.120/ 95,120
